complaint_id,complaint_text,category,department,status,customer_id,date_received,date_resolved
648,The employee refused to help and was arguing instead of assisting.,Staff Behavior,Customer Support,Closed,CUST9534,2025-12-06 08:40:00,2025-12-10 09:47:36
649,Why is the late fee applied when I paid on time?,Billing Issue,Billing,Closed,CUST4568,2025-08-07 11:23:00,2025-08-09 09:10:59
650,"Excellent service today, very satisfied with the response.",,Customer Support,In Progress,CUST2960,2025-08-11 14:00:00,
651,No technician has visited despite multiple requests.,Service Delay,Operations,Closed,CUST3539,2025-01-02 11:37:00,2025-01-08 18:00:48
652,It has been three weeks and my complaint is still not resolved.,,Operations,Closed,CUST1983,2025-04-16 10:05:00,2025-04-21 07:53:42
653,My bill amount doubled this month without any explanation.,,Billing,Open,CUST6690,2025-08-26 18:06:00,
654,Security personnel are not checking IDs properly at the gate.,Safety Concern,Security,Resolved,CUST5107,2025-09-01 09:44:00,2025-09-05 12:29:36
655,An official demanded a bribe before processing my documents.,Corruption/Bribery,Administration,Resolved,CUST4057,2025-08-18 09:18:00,2025-08-24 19:45:08
656,The employee refused to help and was arguing instead of assisting.,Staff Behavior,Customer Support,Closed,CUST3627,2025-09-09 11:55:00,2025-09-12 05:18:35
657,My bill amount doubled this month without any explanation.,Billing Issue,Billing,Resolved,CUST9289,2025-06-27 17:16:00,2025-06-30 02:58:20
658,No technician has visited despite multiple requests.,Service Delay,Operations,Resolved,CUST6254,2025-11-20 09:54:00,2025-11-25 08:30:41
659,Thank you for quickly fixing the safety issue I reported earlier.,Safety Concern,Security,Closed,CUST3525,2025-10-07 17:33:00,2025-10-12 13:01:39
660,The equipment at the site is old and frequently malfunctions.,Infrastructure,Maintenance,Open,CUST1717,2025-06-11 17:07:00,
661,I was asked to pay extra money to get my work done faster.,,Administration,Open,CUST1521,2025-03-02 16:12:00,
662,Poor maintenance of the facility is causing repeated problems.,,Maintenance,Closed,CUST7002,2025-08-17 14:39:00,2025-08-28 08:27:11
663,It has been three weeks and my complaint is still not resolved.,Service Delay,Operations,Resolved,CUST2310,2025-01-07 08:41:00,2025-01-14 20:38:42
664,The staff at the counter was extremely rude to me today.,Staff Behavior,Customer Support,Resolved,CUST1955,2025-05-24 12:56:00,2025-05-28 03:05:08
665,An official demanded a bribe before processing my documents.,,Administration,Closed,CUST4537,2025-07-24 08:04:00,2025-07-31 12:33:55
666,I want to thank the team for resolving my issue so quickly.,,Customer Support,Resolved,CUST5075,2025-02-08 11:34:00,2025-02-09 04:17:44
667,There is a major leakage that has not been fixed for weeks.,Infrastructure,Maintenance,Closed,CUST6864,2025-07-18 09:26:00,2025-07-24 06:10:00
668,Poor maintenance of the facility is causing repeated problems.,Infrastructure,Maintenance,In Progress,CUST6529,2025-11-06 14:50:00,
669,The new infrastructure upgrade has improved things significantly.,,Maintenance,Resolved,CUST6319,2025-12-15 10:59:00,2025-12-23 17:50:24
670,An official demanded a bribe before processing my documents.,Corruption/Bribery,Administration,Closed,CUST9939,2025-09-14 16:52:00,2025-09-19 20:05:44
671,The online payment portal charged me twice for the same bill.,Billing Issue,Billing,Closed,CUST7505,2025-12-09 01:23:00,2025-12-09 13:06:14
672,I was overcharged on my last bill and no one is responding.,Billing Issue,Billing,Resolved,CUST5945,2025-12-20 07:01:00,2025-12-21 22:19:56
673,My bill amount doubled this month without any explanation.,Billing Issue,Billing,Closed,CUST5521,2025-04-11 14:01:00,2025-04-11 15:28:41
674,"Excellent service today, very satisfied with the response.",,Customer Support,In Progress,CUST5093,2025-02-15 10:22:00,
675,The response time for service requests is unacceptably slow.,Service Delay,Operations,Closed,CUST6319,2025-02-13 15:36:00,2025-02-19 09:27:44
676,No safety measures are in place despite previous warnings.,Safety Concern,Security,Resolved,CUST5921,2025-07-23 06:44:00,2025-07-27 17:58:21
677,The online payment portal charged me twice for the same bill.,,Billing,Closed,CUST8115,2025-06-25 12:03:00,2025-06-27 06:59:39
678,It has been three weeks and my complaint is still not resolved.,Service Delay,Operations,Closed,CUST1187,2025-11-08 22:47:00,2025-11-13 03:25:31
679,Poor maintenance of the facility is causing repeated problems.,Infrastructure,Maintenance,In Progress,CUST6354,2025-01-17 08:02:00,
680,I was treated very disrespectfully by the customer support agent.,Staff Behavior,Customer Support,Closed,CUST9269,2025-03-22 13:46:00,2025-03-27 09:03:52
681,Why is the late fee applied when I paid on time?,,Billing,Open,CUST1807,2025-05-13 13:09:00,
682,The employee refused to help and was arguing instead of assisting.,,Customer Support,Closed,CUST3209,2025-02-17 01:27:00,2025-02-21 02:43:04
683,I was treated very disrespectfully by the customer support agent.,Staff Behavior,Customer Support,In Progress,CUST9589,2025-07-21 10:36:00,
684,It has been three weeks and my complaint is still not resolved.,Service Delay,Operations,Closed,CUST2843,2025-04-14 13:20:00,2025-04-19 01:28:07
685,Poor maintenance of the facility is causing repeated problems.,Infrastructure,Maintenance,In Progress,CUST5994,2025-06-07 05:20:00,
686,"There is a billing error, I already paid but it still shows unpaid.",Billing Issue,Billing,Resolved,CUST4825,2025-08-26 07:28:00,2025-08-27 18:22:21
687,"There is a billing error, I already paid but it still shows unpaid.",Billing Issue,Billing,Open,CUST4982,2025-03-24 11:54:00,
688,"Excellent service today, very satisfied with the response.",Appreciation,Customer Support,Open,CUST2823,2025-11-27 08:18:00,
689,I have been waiting since last month for this issue to be fixed.,,Operations,Resolved,CUST9573,2025-01-07 13:47:00,2025-01-14 13:14:58
690,Thank you for quickly fixing the safety issue I reported earlier.,Safety Concern,Security,Closed,CUST7170,2025-07-24 09:09:00,2025-07-29 01:35:20
691,The new infrastructure upgrade has improved things significantly.,Infrastructure,Maintenance,In Progress,CUST5444,2025-01-06 08:03:00,
692,I was overcharged on my last bill and no one is responding.,Billing Issue,Billing,Closed,CUST6901,2025-02-22 08:17:00,2025-02-25 11:09:03
693,I was asked to pay extra money to get my work done faster.,Corruption/Bribery,Administration,In Progress,CUST2631,2025-05-21 05:24:00,
694,"Great job by the support team, issue resolved within a day.",Appreciation,Customer Support,In Progress,CUST8503,2025-11-18 19:05:00,
695,The staff at the counter was extremely rude to me today.,Staff Behavior,Customer Support,In Progress,CUST3572,2025-01-17 06:19:00,
696,"There is a billing error, I already paid but it still shows unpaid.",Billing Issue,Billing,Closed,CUST5519,2025-05-10 13:15:00,2025-05-13 07:00:10
697,I witnessed a near-accident due to lack of proper signage.,Safety Concern,Security,Closed,CUST4695,2025-11-27 15:01:00,2025-12-01 23:10:26
698,Why is the late fee applied when I paid on time?,Billing Issue,Billing,Resolved,CUST4726,2025-08-03 16:46:00,2025-08-06 05:51:01
699,Staff keep telling me to wait but nothing happens.,Service Delay,Operations,Resolved,CUST3158,2025-03-10 10:58:00,2025-03-15 16:27:51
700,My bill amount doubled this month without any explanation.,,Billing,In Progress,CUST9582,2025-07-22 16:51:00,
701,"Great job by the support team, issue resolved within a day.",Appreciation,Customer Support,Closed,CUST3589,2025-12-25 12:09:00,2025-12-26 21:16:17
702,Staff keep telling me to wait but nothing happens.,Service Delay,Operations,In Progress,CUST3384,2025-07-24 14:07:00,
703,I witnessed a near-accident due to lack of proper signage.,Safety Concern,Security,In Progress,CUST5485,2025-11-14 13:26:00,
704,My bill amount doubled this month without any explanation.,Billing Issue,Billing,Closed,CUST5372,2025-02-06 15:01:00,2025-02-08 02:30:33
705,The new infrastructure upgrade has improved things significantly.,Infrastructure,Maintenance,Closed,CUST8808,2025-04-08 17:14:00,2025-04-15 10:31:20
706,The online payment portal charged me twice for the same bill.,Billing Issue,Billing,In Progress,CUST8763,2025-06-21 09:23:00,
707,My bill amount doubled this month without any explanation.,Billing Issue,Billing,Closed,CUST7767,2025-04-14 22:48:00,2025-04-16 02:59:37
708,No technician has visited despite multiple requests.,Service Delay,Operations,Closed,CUST9027,2025-09-03 16:11:00,2025-09-07 14:46:37
709,Poor maintenance of the facility is causing repeated problems.,Infrastructure,Maintenance,Closed,CUST7232,2025-11-14 14:25:00,2025-12-02 19:37:02
710,Security personnel are not checking IDs properly at the gate.,Safety Concern,Security,Resolved,CUST1630,2025-08-24 15:36:00,2025-08-28 06:07:16
711,Very unprofessional behavior from the officer on duty.,Staff Behavior,Customer Support,Closed,CUST7481,2025-06-02 09:56:00,2025-06-04 01:27:06
712,I want to thank the team for resolving my issue so quickly.,,Customer Support,Resolved,CUST5770,2025-07-17 15:48:00,2025-07-18 21:13:01
713,The employee refused to help and was arguing instead of assisting.,,Customer Support,In Progress,CUST1893,2025-09-10 07:29:00,
714,There is a major leakage that has not been fixed for weeks.,Infrastructure,Maintenance,Open,CUST3945,2025-06-21 05:28:00,
715,Thank you for quickly fixing the safety issue I reported earlier.,,Security,Resolved,CUST4308,2025-03-14 09:20:00,2025-03-19 18:36:39
716,I was asked to pay extra money to get my work done faster.,Corruption/Bribery,Administration,Closed,CUST3024,2025-04-23 15:41:00,2025-04-29 15:02:21
717,Why is the late fee applied when I paid on time?,Billing Issue,Billing,Closed,CUST9383,2025-08-03 15:33:00,2025-08-04 03:45:17
718,There is a major leakage that has not been fixed for weeks.,Infrastructure,Maintenance,Closed,CUST3459,2025-06-13 11:02:00,2025-06-18 18:54:18
719,My bill amount doubled this month without any explanation.,,Billing,Resolved,CUST8311,2025-03-23 22:03:00,2025-03-24 16:03:47
720,No technician has visited despite multiple requests.,Service Delay,Operations,Open,CUST1200,2025-02-05 15:12:00,
721,Very unprofessional behavior from the officer on duty.,,Customer Support,Closed,CUST8794,2025-07-01 12:38:00,2025-07-06 22:17:00
722,Very unprofessional behavior from the officer on duty.,Staff Behavior,Customer Support,In Progress,CUST4401,2025-02-20 17:00:00,
723,My bill amount doubled this month without any explanation.,,Billing,Open,CUST5889,2025-01-12 18:02:00,
724,It has been three weeks and my complaint is still not resolved.,,Operations,In Progress,CUST3906,2025-01-14 11:11:00,
725,"The new online system has made things much easier, well done.",Appreciation,Customer Support,In Progress,CUST7208,2025-12-03 10:49:00,
726,An official demanded a bribe before processing my documents.,,Administration,Resolved,CUST5496,2025-10-03 14:18:00,2025-10-13 12:53:32
727,I have been waiting since last month for this issue to be fixed.,,Operations,Resolved,CUST9666,2025-07-23 15:13:00,2025-07-31 09:27:39
728,"Great job by the support team, issue resolved within a day.",Appreciation,Customer Support,Closed,CUST7996,2025-09-20 08:59:00,2025-09-21 13:43:33
729,The equipment at the site is old and frequently malfunctions.,,Maintenance,Resolved,CUST9132,2025-04-19 09:39:00,2025-04-28 14:30:14
730,Very unprofessional behavior from the officer on duty.,Staff Behavior,Customer Support,Resolved,CUST4171,2025-07-06 09:56:00,2025-07-09 09:11:50
731,I was overcharged on my last bill and no one is responding.,,Billing,Closed,CUST7793,2025-06-26 09:07:00,2025-06-29 07:37:59
732,The response time for service requests is unacceptably slow.,Service Delay,Operations,In Progress,CUST5614,2025-05-26 17:40:00,
733,It has been three weeks and my complaint is still not resolved.,,Operations,In Progress,CUST6460,2025-05-17 12:35:00,
734,Staff keep telling me to wait but nothing happens.,,Operations,In Progress,CUST6536,2025-08-01 13:53:00,
735,"Great job by the support team, issue resolved within a day.",Appreciation,Customer Support,Resolved,CUST8546,2025-11-26 11:02:00,2025-11-26 23:56:23
736,There is clear favoritism and under-the-table dealing happening.,Corruption/Bribery,Administration,Closed,CUST1917,2025-11-15 11:50:00,2025-11-22 12:59:12
737,An official demanded a bribe before processing my documents.,,Administration,Resolved,CUST6434,2025-07-22 21:20:00,2025-07-31 03:46:15
738,I witnessed a near-accident due to lack of proper signage.,,Security,Closed,CUST7147,2025-02-05 10:17:00,2025-02-07 07:26:08
739,There is a major leakage that has not been fixed for weeks.,Infrastructure,Maintenance,Resolved,CUST6050,2025-07-13 16:11:00,2025-07-16 19:42:41
740,The equipment at the site is old and frequently malfunctions.,Infrastructure,Maintenance,Open,CUST7088,2025-09-09 07:26:00,
741,The employee refused to help and was arguing instead of assisting.,Staff Behavior,Customer Support,Open,CUST4311,2025-04-10 08:11:00,
742,"Great job by the support team, issue resolved within a day.",,Customer Support,Closed,CUST6572,2025-07-26 13:30:00,2025-07-27 10:53:05
743,"The new online system has made things much easier, well done.",Appreciation,Customer Support,Closed,CUST9456,2025-09-05 10:49:00,2025-09-06 08:19:40
744,There is a major leakage that has not been fixed for weeks.,Infrastructure,Maintenance,Resolved,CUST2897,2025-04-02 09:29:00,2025-04-14 20:10:41
745,I was overcharged on my last bill and no one is responding.,Billing Issue,Billing,Open,CUST1755,2025-08-20 14:55:00,
746,"There is a billing error, I already paid but it still shows unpaid.",,Billing,Resolved,CUST4285,2025-01-25 15:19:00,2025-01-27 08:37:21
747,"There is a billing error, I already paid but it still shows unpaid.",,Billing,Closed,CUST3580,2025-07-25 05:28:00,2025-07-26 22:45:39
748,It has been three weeks and my complaint is still not resolved.,Service Delay,Operations,Open,CUST6218,2025-12-18 15:32:00,
749,The response time for service requests is unacceptably slow.,Service Delay,Operations,In Progress,CUST9856,2025-07-06 15:04:00,
750,I was treated very disrespectfully by the customer support agent.,,Customer Support,Open,CUST7987,2025-01-22 12:03:00,
751,Staff keep telling me to wait but nothing happens.,Service Delay,Operations,Closed,CUST6826,2025-11-21 17:53:00,2025-11-27 11:17:26
752,No technician has visited despite multiple requests.,Service Delay,Operations,Resolved,CUST8629,2025-09-22 17:51:00,2025-09-30 08:11:22
753,The staff at the counter was extremely rude to me today.,,Customer Support,Open,CUST8625,2025-10-23 09:29:00,
754,I was treated very disrespectfully by the customer support agent.,Staff Behavior,Customer Support,Closed,CUST6412,2025-03-20 08:16:00,2025-03-23 06:12:16
755,I witnessed a near-accident due to lack of proper signage.,Safety Concern,Security,Resolved,CUST8556,2025-06-01 13:04:00,2025-06-05 05:43:35
756,An official demanded a bribe before processing my documents.,,Administration,Open,CUST2752,2025-09-20 19:36:00,
757,It has been three weeks and my complaint is still not resolved.,Service Delay,Operations,Resolved,CUST4992,2025-10-18 06:29:00,2025-10-23 00:11:57
758,Very unprofessional behavior from the officer on duty.,Staff Behavior,Customer Support,Closed,CUST8132,2025-06-11 19:13:00,2025-06-13 13:24:35
759,The employee refused to help and was arguing instead of assisting.,,Customer Support,Closed,CUST8972,2025-07-08 10:11:00,2025-07-10 17:13:36
760,The online payment portal charged me twice for the same bill.,,Billing,Closed,CUST7648,2025-06-18 08:06:00,2025-06-20 08:16:42
761,I was overcharged on my last bill and no one is responding.,,Billing,Closed,CUST2007,2025-08-20 22:49:00,2025-08-23 01:29:31
762,My bill amount doubled this month without any explanation.,Billing Issue,Billing,Closed,CUST3444,2025-11-25 17:40:00,2025-11-28 02:21:19
763,The employee refused to help and was arguing instead of assisting.,Staff Behavior,Customer Support,In Progress,CUST6187,2025-06-19 12:28:00,
764,The response time for service requests is unacceptably slow.,,Operations,Closed,CUST2462,2025-11-14 13:45:00,2025-11-23 17:59:31
765,The new infrastructure upgrade has improved things significantly.,,Maintenance,Open,CUST7049,2025-12-13 08:54:00,
766,,,Customer Support,Closed,CUST5623,2025-01-18 05:52:00,2025-01-19 04:31:35
767,I was asked to pay extra money to get my work done faster.,Corruption/Bribery,Administration,Resolved,CUST7652,2025-06-19 10:25:00,2025-06-23 08:06:30
768,Staff keep telling me to wait but nothing happens.,Service Delay,Operations,Open,CUST6902,2025-04-06 15:30:00,
769,I was asked to pay extra money to get my work done faster.,,Administration,Open,CUST1257,2025-05-28 21:42:00,
770,Why is the late fee applied when I paid on time?,Billing Issue,Billing,Open,CUST8471,2025-08-05 07:05:00,
771,There is clear favoritism and under-the-table dealing happening.,Corruption/Bribery,Administration,In Progress,CUST8373,2025-08-14 15:39:00,
772,No technician has visited despite multiple requests.,Service Delay,Operations,Resolved,CUST4878,2025-03-20 12:00:00,2025-03-26 18:55:29
773,The equipment at the site is old and frequently malfunctions.,Infrastructure,Maintenance,Resolved,CUST8917,2025-06-18 17:36:00,2025-06-28 21:22:38
774,The road near the facility is damaged and causing accidents.,Infrastructure,Maintenance,Open,CUST5578,2025-07-23 17:05:00,
775,The staff at the counter was extremely rude to me today.,Staff Behavior,Customer Support,In Progress,CUST2279,2025-07-20 20:05:00,
776,The new infrastructure upgrade has improved things significantly.,,Maintenance,Open,CUST1176,2025-10-10 15:39:00,
777,The staff member was polite and handled my issue very well.,Staff Behavior,Customer Support,In Progress,CUST5827,2025-11-19 12:46:00,
778,It has been three weeks and my complaint is still not resolved.,Service Delay,Operations,In Progress,CUST5267,2025-08-20 14:47:00,
779,Why is the late fee applied when I paid on time?,,Billing,Closed,CUST1447,2025-07-19 17:03:00,2025-07-20 23:26:25
780,It has been three weeks and my complaint is still not resolved.,,Operations,Closed,CUST5603,2025-03-03 13:54:00,2025-03-10 18:57:54
781,The response time for service requests is unacceptably slow.,Service Delay,Operations,In Progress,CUST3476,2025-01-04 09:38:00,
782,The equipment at the site is old and frequently malfunctions.,Infrastructure,Maintenance,Closed,CUST9640,2025-10-09 14:50:00,2025-10-21 21:47:44
783,An official demanded a bribe before processing my documents.,,Administration,Closed,CUST9125,2025-12-05 11:38:00,2025-12-09 19:20:08
784,Security personnel are not checking IDs properly at the gate.,Safety Concern,Security,Resolved,CUST4454,2025-09-08 14:42:00,2025-09-12 19:22:43
785,The equipment at the site is old and frequently malfunctions.,,Maintenance,Closed,CUST8602,2025-01-09 23:48:00,2025-01-21 16:12:41
786,The response time for service requests is unacceptably slow.,Service Delay,Operations,Resolved,CUST7390,2025-07-25 16:59:00,2025-07-30 04:52:08
787,I was treated very disrespectfully by the customer support agent.,Staff Behavior,Customer Support,In Progress,CUST7258,2025-07-14 13:00:00,
788,The new infrastructure upgrade has improved things significantly.,Infrastructure,Maintenance,Closed,CUST8074,2025-08-02 15:06:00,2025-08-10 03:34:02
789,The equipment at the site is old and frequently malfunctions.,Infrastructure,Maintenance,Open,CUST7408,2025-05-09 10:51:00,
790,I was treated very disrespectfully by the customer support agent.,,Customer Support,In Progress,CUST3947,2025-09-19 15:49:00,
791,,,Operations,Open,CUST2702,2025-08-27 16:04:00,
792,The equipment at the site is old and frequently malfunctions.,,Maintenance,In Progress,CUST2506,2025-04-10 16:16:00,
793,The online payment portal charged me twice for the same bill.,Billing Issue,Billing,Closed,CUST2965,2025-08-27 16:13:00,2025-08-30 10:43:37
794,The online payment portal charged me twice for the same bill.,Billing Issue,Billing,Closed,CUST4027,2025-03-22 12:48:00,2025-03-24 09:55:08
795,There is clear favoritism and under-the-table dealing happening.,,Administration,Closed,CUST8429,2025-03-10 13:29:00,2025-03-17 03:01:04
796,"The new online system has made things much easier, well done.",Appreciation,Customer Support,Closed,CUST5216,2025-09-23 00:57:00,2025-09-23 14:25:32
797,I was overcharged on my last bill and no one is responding.,Billing Issue,Billing,Resolved,CUST5230,2025-05-02 11:24:00,2025-05-03 07:45:03
798,"The new online system has made things much easier, well done.",,Customer Support,Closed,CUST7432,2025-03-03 15:31:00,2025-03-04 05:59:57
799,Why is the late fee applied when I paid on time?,Billing Issue,Billing,Resolved,CUST2740,2025-02-18 09:49:00,2025-02-18 16:28:17
800,"The new online system has made things much easier, well done.",,Customer Support,Resolved,CUST8305,2025-02-03 11:04:00,2025-02-05 02:49:48
801,Why is the late fee applied when I paid on time?,Billing Issue,Billing,Closed,CUST5365,2025-03-21 14:00:00,2025-03-24 09:23:18
802,"There is a billing error, I already paid but it still shows unpaid.",Billing Issue,Billing,Resolved,CUST9039,2025-11-19 12:00:00,2025-11-22 06:50:59
803,Very unprofessional behavior from the officer on duty.,Staff Behavior,Customer Support,Closed,CUST1054,2025-10-25 13:51:00,2025-10-28 04:29:41
804,I have been waiting since last month for this issue to be fixed.,,Operations,Closed,CUST5961,2025-02-18 12:59:00,2025-02-20 18:17:01
805,It has been three weeks and my complaint is still not resolved.,Service Delay,Operations,Open,CUST5750,2025-06-28 14:21:00,
806,There is a major leakage that has not been fixed for weeks.,Infrastructure,Maintenance,In Progress,CUST2749,2025-07-13 13:42:00,
807,The equipment at the site is old and frequently malfunctions.,,Maintenance,Closed,CUST4163,2025-07-21 14:28:00,2025-07-24 10:50:05
808,The online payment portal charged me twice for the same bill.,Billing Issue,Billing,Closed,CUST9186,2025-04-13 16:04:00,2025-04-16 03:29:09
809,Very unprofessional behavior from the officer on duty.,,Customer Support,In Progress,CUST1701,2025-12-01 20:02:00,
810,No technician has visited despite multiple requests.,Service Delay,Operations,Resolved,CUST9791,2025-10-22 02:33:00,2025-10-28 19:30:50
811,The online payment portal charged me twice for the same bill.,Billing Issue,Billing,Closed,CUST1312,2025-04-03 09:02:00,2025-04-05 04:10:54
812,The staff member was polite and handled my issue very well.,,Customer Support,Open,CUST1818,2025-01-23 19:41:00,
813,I want to thank the team for resolving my issue so quickly.,Appreciation,Customer Support,Resolved,CUST2742,2025-06-06 07:53:00,2025-06-07 11:38:50
814,The online payment portal charged me twice for the same bill.,Billing Issue,Billing,Closed,CUST7586,2025-10-08 19:04:00,2025-10-10 04:35:25
815,Staff keep telling me to wait but nothing happens.,,Operations,Closed,CUST1746,2025-07-11 12:53:00,2025-07-15 23:24:39
816,The equipment at the site is old and frequently malfunctions.,,Maintenance,Closed,CUST7060,2025-02-09 09:09:00,2025-02-14 10:03:45
817,Very unprofessional behavior from the officer on duty.,Staff Behavior,Customer Support,Open,CUST7162,2025-04-19 16:02:00,
818,There are serious safety hazards at the site that need urgent attention.,Safety Concern,Security,Open,CUST5648,2025-11-03 13:00:00,
819,I have been waiting since last month for this issue to be fixed.,Service Delay,Operations,Resolved,CUST7750,2025-08-07 10:09:00,2025-08-10 05:10:39
820,No technician has visited despite multiple requests.,Service Delay,Operations,In Progress,CUST2442,2025-08-02 14:38:00,
821,The equipment at the site is old and frequently malfunctions.,,Maintenance,In Progress,CUST9686,2025-05-01 15:35:00,
822,"The new online system has made things much easier, well done.",Appreciation,Customer Support,In Progress,CUST4409,2025-11-18 10:32:00,
823,No technician has visited despite multiple requests.,Service Delay,Operations,Closed,CUST9151,2025-02-05 11:43:00,2025-02-10 05:16:18
824,I was overcharged on my last bill and no one is responding.,,Billing,In Progress,CUST8424,2025-01-12 15:18:00,
825,I was overcharged on my last bill and no one is responding.,Billing Issue,Billing,Closed,CUST2901,2025-12-06 09:10:00,2025-12-08 06:06:34
826,My bill amount doubled this month without any explanation.,,Billing,In Progress,CUST6336,2025-09-19 13:37:00,
827,It has been three weeks and my complaint is still not resolved.,Service Delay,Operations,Closed,CUST7152,2025-05-04 15:15:00,2025-05-09 22:57:10
828,I was asked to pay extra money to get my work done faster.,,Administration,Closed,CUST8454,2025-07-16 09:03:00,2025-07-20 06:48:58
829,"There is a billing error, I already paid but it still shows unpaid.",Billing Issue,Billing,Resolved,CUST4313,2025-03-24 21:12:00,2025-03-28 00:01:49
830,It has been three weeks and my complaint is still not resolved.,Service Delay,Operations,Open,CUST8513,2025-08-02 13:17:00,
831,The response time for service requests is unacceptably slow.,Service Delay,Operations,In Progress,CUST3784,2025-04-10 06:38:00,
832,The new infrastructure upgrade has improved things significantly.,Infrastructure,Maintenance,Closed,CUST4546,2025-10-03 14:26:00,2025-10-11 16:25:18
833,Poor maintenance of the facility is causing repeated problems.,,Maintenance,Closed,CUST6362,2025-05-24 20:27:00,2025-06-06 04:56:32
834,I was treated very disrespectfully by the customer support agent.,Staff Behavior,Customer Support,Closed,CUST7844,2025-11-19 18:09:00,2025-11-23 05:12:30
835,I want to thank the team for resolving my issue so quickly.,Appreciation,Customer Support,Resolved,CUST7460,2025-12-24 09:49:00,2025-12-25 14:36:47
836,The staff at the counter was extremely rude to me today.,,Customer Support,Resolved,CUST7662,2025-06-08 11:05:00,2025-06-09 21:44:51
837,"Excellent service today, very satisfied with the response.",,Customer Support,Closed,CUST5994,2025-05-08 17:41:00,2025-05-09 15:02:24
838,Why is the late fee applied when I paid on time?,Billing Issue,Billing,Open,CUST3271,2025-10-24 09:37:00,
839,An official demanded a bribe before processing my documents.,Corruption/Bribery,Administration,Resolved,CUST1022,2025-03-28 16:23:00,2025-04-05 19:27:57
840,I was asked to pay extra money to get my work done faster.,,Administration,Resolved,CUST5420,2025-06-23 10:21:00,2025-06-28 22:39:10
841,The new infrastructure upgrade has improved things significantly.,,Maintenance,Closed,CUST6500,2025-07-26 15:13:00,2025-08-08 03:02:09
842,There are serious safety hazards at the site that need urgent attention.,,Security,Closed,CUST6989,2025-07-22 07:23:00,2025-07-24 19:18:39
843,The staff at the counter was extremely rude to me today.,,Customer Support,Resolved,CUST4354,2025-06-06 14:41:00,2025-06-12 04:27:49
844,"There is a billing error, I already paid but it still shows unpaid.",Billing Issue,Billing,Resolved,CUST4437,2025-04-04 08:41:00,2025-04-06 20:51:06
845,No safety measures are in place despite previous warnings.,,Security,Closed,CUST2038,2025-05-09 09:32:00,2025-05-13 18:25:48
846,I have been waiting since last month for this issue to be fixed.,Service Delay,Operations,Open,CUST9730,2025-07-17 07:53:00,
847,An official demanded a bribe before processing my documents.,Corruption/Bribery,Administration,Closed,CUST2075,2025-08-26 03:43:00,2025-09-04 11:11:30
848,Why is the late fee applied when I paid on time?,Billing Issue,Billing,In Progress,CUST2260,2025-02-13 13:57:00,
849,"There is a billing error, I already paid but it still shows unpaid.",,Billing,In Progress,CUST1371,2025-02-05 09:31:00,
850,Staff keep telling me to wait but nothing happens.,Service Delay,Operations,Resolved,CUST1351,2025-12-16 11:22:00,2025-12-24 17:17:22
851,It has been three weeks and my complaint is still not resolved.,Service Delay,Operations,Closed,CUST6503,2025-01-26 14:14:00,2025-02-01 05:19:25
852,The response time for service requests is unacceptably slow.,Service Delay,Operations,Resolved,CUST9686,2025-08-26 08:20:00,2025-08-31 08:13:59
853,An official demanded a bribe before processing my documents.,,Administration,Closed,CUST5259,2025-06-19 15:08:00,2025-06-22 06:59:46
854,The response time for service requests is unacceptably slow.,Service Delay,Operations,Open,CUST8469,2025-12-25 15:54:00,
855,"Excellent service today, very satisfied with the response.",Appreciation,Customer Support,Closed,CUST3514,2025-09-10 15:11:00,2025-09-10 20:49:03
856,I was overcharged on my last bill and no one is responding.,,Billing,Open,CUST4022,2025-01-11 23:36:00,
857,I was overcharged on my last bill and no one is responding.,Billing Issue,Billing,Resolved,CUST3663,2025-08-12 08:09:00,2025-08-14 13:57:41
858,The staff at the counter was extremely rude to me today.,,Customer Support,Resolved,CUST8504,2025-11-13 14:59:00,2025-11-15 23:35:59
859,"Excellent service today, very satisfied with the response.",,Customer Support,Closed,CUST5842,2025-01-24 10:34:00,2025-01-24 23:59:57
860,The employee refused to help and was arguing instead of assisting.,Staff Behavior,Customer Support,Closed,CUST8243,2025-12-25 11:36:00,2025-12-27 15:06:52
861,It has been three weeks and my complaint is still not resolved.,,Operations,Closed,CUST1406,2025-09-02 07:08:00,2025-09-05 18:41:57
862,No technician has visited despite multiple requests.,Service Delay,Operations,Open,CUST9625,2025-06-03 16:20:00,
863,The response time for service requests is unacceptably slow.,Service Delay,Operations,Closed,CUST2431,2025-04-03 09:34:00,2025-04-08 11:10:21
864,"Great job by the support team, issue resolved within a day.",Appreciation,Customer Support,Resolved,CUST6915,2025-04-11 13:38:00,2025-04-12 16:48:35
865,I have been waiting since last month for this issue to be fixed.,Service Delay,Operations,In Progress,CUST8300,2025-06-12 13:00:00,
866,I was asked to pay extra money to get my work done faster.,Corruption/Bribery,Administration,Closed,CUST5728,2025-04-15 10:47:00,2025-04-23 18:47:42
867,Why is the late fee applied when I paid on time?,Billing Issue,Billing,Closed,CUST3353,2025-09-14 10:08:00,2025-09-16 23:28:38
868,Why is the late fee applied when I paid on time?,Billing Issue,Billing,Open,CUST7156,2025-12-17 15:21:00,
869,Why is the late fee applied when I paid on time?,Billing Issue,Billing,In Progress,CUST3243,2025-08-09 12:26:00,
870,Why is the late fee applied when I paid on time?,,Billing,Closed,CUST5979,2025-05-16 07:02:00,2025-05-19 20:24:25
