complaint_id,stage_order,department,action,routed_correctly,comment,stage_timestamp,resolution_status
240,4,Customer Support,Reviewed,True,On hold due to resource availability.,2025-05-20 03:38:45.484152,Unresolved
241,1,Public Relations,Received,,Complaint logged and reviewed for routing.,2025-11-14 08:17:02.730639,
241,2,Billing,Forwarded (Correct),True,"Received from Public Relations, correctly routed for Billing Issue.",2025-11-14 15:24:45.333530,
241,3,Billing,Reviewed,True,Corrected the error and notified the customer.,2025-11-16 00:38:37.138551,Resolved
242,1,Public Relations,Received,,Complaint logged and reviewed for routing.,2025-03-06 08:01:59.684646,
242,2,Administration,Forwarded (Incorrect),False,"Incorrectly routed here, reassigning to the appropriate department.",2025-03-06 11:05:31.591338,
242,3,Customer Support,Forwarded (Re-routed),True,Re-routed from Administration; now correctly assigned for Appreciation.,2025-03-07 05:41:14.845770,
242,4,Customer Support,Reviewed,True,Resolved following standard procedure.,2025-03-10 19:07:13.350659,Resolved
243,1,Public Relations,Received,,Complaint logged and reviewed for routing.,2025-12-17 08:28:42.886173,
243,2,Customer Support,Forwarded (Correct),True,"Received from Public Relations, correctly routed for Staff Behavior.",2025-12-17 14:21:00.013054,
243,3,Customer Support,Reviewed,True,Resolved following standard procedure.,2025-12-18 07:07:15.128510,Resolved
244,1,Public Relations,Received,,Complaint logged and reviewed for routing.,2025-07-27 21:44:50.816311,
244,2,Billing,Forwarded (Correct),True,"Received from Public Relations, correctly routed for Billing Issue.",2025-07-28 01:47:28.813121,
244,3,Billing,Reviewed,True,Corrected the error and notified the customer.,2025-07-29 21:29:56.144024,Resolved
245,1,Public Relations,Received,,Complaint logged and reviewed for routing.,2025-03-09 23:13:26.225491,
245,2,Customer Support,Forwarded (Incorrect),False,"Incorrectly routed here, reassigning to the appropriate department.",2025-03-10 04:35:00.307810,
245,3,Administration,Forwarded (Re-routed),True,Re-routed from Customer Support; now correctly assigned for Corruption/Bribery.,2025-03-10 22:01:29.514095,
245,4,Administration,Reviewed,True,Resolved following standard procedure.,2025-03-13 12:33:59.961612,Resolved
246,1,Public Relations,Received,,Complaint logged and reviewed for routing.,2025-07-12 09:05:40.453223,
246,2,Operations,Forwarded (Correct),True,"Received from Public Relations, correctly routed for Service Delay.",2025-07-12 13:18:07.680544,
246,3,Operations,Reviewed,True,"Still under investigation, pending further review.",2025-07-15 23:44:28.631797,Unresolved
247,1,Public Relations,Received,,Complaint logged and reviewed for routing.,2025-10-20 17:54:07.091445,
247,2,Security,Forwarded (Correct),True,"Received from Public Relations, correctly routed for Safety Concern.",2025-10-21 01:04:28.703549,
247,3,Security,Reviewed,True,Confirmed with the customer that the issue is fixed.,2025-10-22 18:48:31.957805,Resolved
248,1,Public Relations,Received,,Complaint logged and reviewed for routing.,2025-07-12 15:13:48.948156,
248,2,Operations,Forwarded (Correct),True,"Received from Public Relations, correctly routed for Service Delay.",2025-07-12 17:36:28.434931,
248,3,Operations,Reviewed,True,On hold due to resource availability.,2025-07-13 05:15:00.224761,Unresolved
249,1,Public Relations,Received,,Complaint logged and reviewed for routing.,2025-01-23 13:13:11.476358,
249,2,Customer Support,Forwarded (Correct),True,"Received from Public Relations, correctly routed for Staff Behavior.",2025-01-23 16:48:56.587529,
249,3,Customer Support,Reviewed,True,Confirmed with the customer that the issue is fixed.,2025-01-24 01:01:11.936559,Resolved
250,1,Public Relations,Received,,Complaint logged and reviewed for routing.,2025-03-20 13:36:30.222025,
250,2,Maintenance,Forwarded (Correct),True,"Received from Public Relations, correctly routed for Infrastructure.",2025-03-20 21:08:28.404904,
250,3,Maintenance,Reviewed,True,"Still under investigation, pending further review.",2025-03-23 23:53:24.185300,Unresolved
251,1,Public Relations,Received,,Complaint logged and reviewed for routing.,2025-10-18 08:29:32.770253,
251,2,Maintenance,Forwarded (Correct),True,"Received from Public Relations, correctly routed for Infrastructure.",2025-10-18 16:02:17.716826,
251,3,Maintenance,Reviewed,True,Completed the requested action successfully.,2025-10-20 13:56:50.405066,Resolved
252,1,Public Relations,Received,,Complaint logged and reviewed for routing.,2025-12-19 08:51:39.942671,
252,2,Customer Support,Forwarded (Incorrect),False,"Incorrectly routed here, reassigning to the appropriate department.",2025-12-19 10:19:03.952460,
252,3,Operations,Forwarded (Re-routed),True,Re-routed from Customer Support; now correctly assigned for Service Delay.,2025-12-19 19:45:36.860458,
252,4,Operations,Reviewed,True,Issue verified and resolved after review.,2025-12-22 09:55:05.650021,Resolved
253,1,Public Relations,Received,,Complaint logged and reviewed for routing.,2025-12-26 17:38:50.496670,
253,2,Maintenance,Forwarded (Correct),True,"Received from Public Relations, correctly routed for Infrastructure.",2025-12-26 18:39:33.535197,
253,3,Maintenance,Reviewed,True,Issue verified and resolved after review.,2025-12-30 01:52:04.391516,Resolved
254,1,Public Relations,Received,,Complaint logged and reviewed for routing.,2025-07-24 16:12:08.939187,
254,2,Maintenance,Forwarded (Correct),True,"Received from Public Relations, correctly routed for Infrastructure.",2025-07-24 22:02:21.699327,
254,3,Maintenance,Reviewed,True,Confirmed with the customer that the issue is fixed.,2025-07-25 13:48:14.615788,Resolved
255,1,Public Relations,Received,,Complaint logged and reviewed for routing.,2025-03-15 10:32:04.268117,
255,2,Billing,Forwarded (Correct),True,"Received from Public Relations, correctly routed for Billing Issue.",2025-03-15 16:41:30.474425,
255,3,Billing,Reviewed,True,Confirmed with the customer that the issue is fixed.,2025-03-18 07:42:05.215221,Resolved
256,1,Public Relations,Received,,Complaint logged and reviewed for routing.,2025-11-28 18:42:10.102826,
256,2,Operations,Forwarded (Correct),True,"Received from Public Relations, correctly routed for Service Delay.",2025-11-28 22:07:16.906108,
256,3,Operations,Reviewed,True,Corrected the error and notified the customer.,2025-11-29 05:07:28.388437,Resolved
257,1,Public Relations,Received,,Complaint logged and reviewed for routing.,2025-05-22 09:29:15.090395,
257,2,Operations,Forwarded (Incorrect),False,"This complaint does not belong to our department, forwarding to the correct team.",2025-05-22 16:20:38.472628,
257,3,Customer Support,Forwarded (Re-routed),True,Re-routed from Operations; now correctly assigned for Staff Behavior.,2025-05-23 15:49:40.207560,
257,4,Customer Support,Reviewed,True,Completed the requested action successfully.,2025-05-26 23:05:14.219051,Resolved
258,1,Public Relations,Received,,Complaint logged and reviewed for routing.,2025-05-12 14:41:18.553923,
258,2,Customer Support,Forwarded (Correct),True,"Received from Public Relations, correctly routed for Staff Behavior.",2025-05-12 21:36:16.706794,
258,3,Customer Support,Reviewed,True,Resolved following standard procedure.,2025-05-13 19:51:12.709409,Resolved
259,1,Public Relations,Received,,Complaint logged and reviewed for routing.,2025-12-09 15:57:39.726662,
259,2,Security,Forwarded (Incorrect),False,"Incorrectly routed here, reassigning to the appropriate department.",2025-12-09 18:37:17.654160,
259,3,Maintenance,Forwarded (Re-routed),True,Re-routed from Security; now correctly assigned for Infrastructure.,2025-12-10 06:28:16.031738,
259,4,Maintenance,Reviewed,True,"Still under investigation, pending further review.",2025-12-13 18:39:56.480479,Unresolved
260,1,Public Relations,Received,,Complaint logged and reviewed for routing.,2025-08-16 16:14:26.665444,
260,2,Security,Forwarded (Correct),True,"Received from Public Relations, correctly routed for Safety Concern.",2025-08-16 23:29:48.309753,
260,3,Security,Reviewed,True,Corrected the error and notified the customer.,2025-08-19 10:39:22.375312,Resolved
261,1,Public Relations,Received,,Complaint logged and reviewed for routing.,2025-08-13 13:36:29.223606,
261,2,Operations,Forwarded (Correct),True,"Received from Public Relations, correctly routed for Service Delay.",2025-08-13 16:25:50.219119,
261,3,Operations,Reviewed,True,Confirmed with the customer that the issue is fixed.,2025-08-13 20:44:27.707310,Resolved
262,1,Public Relations,Received,,Complaint logged and reviewed for routing.,2025-12-03 19:33:13.150607,
262,2,Operations,Forwarded (Correct),True,"Received from Public Relations, correctly routed for Service Delay.",2025-12-04 02:25:25.103718,
262,3,Operations,Reviewed,True,Corrected the error and notified the customer.,2025-12-05 03:05:51.861756,Resolved
263,1,Public Relations,Received,,Complaint logged and reviewed for routing.,2025-05-18 07:44:38.022744,
263,2,Maintenance,Forwarded (Incorrect),False,"Not within our scope, sending to the relevant department.",2025-05-18 15:37:52.203745,
263,3,Billing,Forwarded (Re-routed),True,Re-routed from Maintenance; now correctly assigned for Billing Issue.,2025-05-19 03:29:56.093155,
263,4,Billing,Reviewed,True,Requires field visit before it can be closed.,2025-05-22 21:50:09.684050,Unresolved
264,1,Public Relations,Received,,Complaint logged and reviewed for routing.,2025-04-08 11:43:13.880490,
264,2,Operations,Forwarded (Correct),True,"Received from Public Relations, correctly routed for Service Delay.",2025-04-08 16:10:58.117533,
264,3,Operations,Reviewed,True,Waiting on additional information from the customer.,2025-04-11 06:38:10.728414,Unresolved
265,1,Public Relations,Received,,Complaint logged and reviewed for routing.,2025-01-18 21:12:28.588451,
265,2,Billing,Forwarded (Correct),True,"Received from Public Relations, correctly routed for Billing Issue.",2025-01-19 01:49:22.690123,
265,3,Billing,Reviewed,True,Requires field visit before it can be closed.,2025-01-22 03:44:12.691573,Unresolved
266,1,Public Relations,Received,,Complaint logged and reviewed for routing.,2025-09-10 18:52:15.707487,
266,2,Customer Support,Forwarded (Correct),True,"Received from Public Relations, correctly routed for Staff Behavior.",2025-09-10 20:13:53.172366,
266,3,Customer Support,Reviewed,True,Escalated to senior staff for further action.,2025-09-11 02:56:10.846987,Unresolved
267,1,Public Relations,Received,,Complaint logged and reviewed for routing.,2025-07-24 13:18:16.559669,
267,2,Administration,Forwarded (Incorrect),False,"Incorrectly routed here, reassigning to the appropriate department.",2025-07-24 15:58:08.288022,
267,3,Maintenance,Forwarded (Re-routed),True,Re-routed from Administration; now correctly assigned for Infrastructure.,2025-07-25 12:04:37.209515,
267,4,Maintenance,Reviewed,True,Issue verified and resolved after review.,2025-07-27 10:18:55.945144,Resolved
268,1,Public Relations,Received,,Complaint logged and reviewed for routing.,2025-12-02 11:00:03.219302,
268,2,Operations,Forwarded (Correct),True,"Received from Public Relations, correctly routed for Service Delay.",2025-12-02 14:11:33.365966,
268,3,Operations,Reviewed,True,Corrected the error and notified the customer.,2025-12-03 21:41:05.308208,Resolved
269,1,Public Relations,Received,,Complaint logged and reviewed for routing.,2025-05-20 13:15:05.840767,
269,2,Administration,Forwarded (Correct),True,"Received from Public Relations, correctly routed for Corruption/Bribery.",2025-05-20 19:28:19.723901,
269,3,Administration,Reviewed,True,Resolved following standard procedure.,2025-05-21 16:05:44.306952,Resolved
270,1,Public Relations,Received,,Complaint logged and reviewed for routing.,2025-11-05 08:49:33.002237,
270,2,Operations,Forwarded (Incorrect),False,"Incorrectly routed here, reassigning to the appropriate department.",2025-11-05 14:20:03.993435,
270,3,Customer Support,Forwarded (Re-routed),True,Re-routed from Operations; now correctly assigned for Appreciation.,2025-11-06 13:32:10.752835,
270,4,Customer Support,Reviewed,True,Confirmed with the customer that the issue is fixed.,2025-11-07 18:19:17.253931,Resolved
271,1,Public Relations,Received,,Complaint logged and reviewed for routing.,2025-08-23 22:01:47.190052,
271,2,Operations,Forwarded (Correct),True,"Received from Public Relations, correctly routed for Service Delay.",2025-08-24 03:00:53.607911,
271,3,Operations,Reviewed,True,On hold due to resource availability.,2025-08-24 20:04:10.078155,Unresolved
272,1,Public Relations,Received,,Complaint logged and reviewed for routing.,2025-03-28 23:55:43.227527,
272,2,Maintenance,Forwarded (Incorrect),False,"Incorrectly routed here, reassigning to the appropriate department.",2025-03-29 07:44:59.550147,
272,3,Customer Support,Forwarded (Re-routed),True,Re-routed from Maintenance; now correctly assigned for Staff Behavior.,2025-03-29 17:13:05.808753,
272,4,Customer Support,Reviewed,True,Issue verified and resolved after review.,2025-03-31 17:25:54.420963,Resolved
273,1,Public Relations,Received,,Complaint logged and reviewed for routing.,2025-08-06 10:27:24.645731,
273,2,Operations,Forwarded (Correct),True,"Received from Public Relations, correctly routed for Service Delay.",2025-08-06 15:04:59.764071,
273,3,Operations,Reviewed,True,Issue verified and resolved after review.,2025-08-10 12:28:06.039430,Resolved
274,1,Public Relations,Received,,Complaint logged and reviewed for routing.,2025-06-09 17:28:49.853617,
274,2,Operations,Forwarded (Correct),True,"Received from Public Relations, correctly routed for Service Delay.",2025-06-09 19:58:30.090215,
274,3,Operations,Reviewed,True,Escalated to senior staff for further action.,2025-06-11 04:33:52.888112,Unresolved
275,1,Public Relations,Received,,Complaint logged and reviewed for routing.,2025-08-02 16:59:24.626887,
275,2,Operations,Forwarded (Correct),True,"Received from Public Relations, correctly routed for Service Delay.",2025-08-02 23:59:21.617520,
275,3,Operations,Reviewed,True,Waiting on additional information from the customer.,2025-08-04 21:42:20.180965,Unresolved
276,1,Public Relations,Received,,Complaint logged and reviewed for routing.,2025-08-21 09:59:52.421633,
276,2,Maintenance,Forwarded (Correct),True,"Received from Public Relations, correctly routed for Infrastructure.",2025-08-21 16:39:48.175708,
276,3,Maintenance,Reviewed,True,Resolved following standard procedure.,2025-08-22 06:21:01.454875,Resolved
277,1,Public Relations,Received,,Complaint logged and reviewed for routing.,2025-07-15 21:41:26.519964,
277,2,Billing,Forwarded (Correct),True,"Received from Public Relations, correctly routed for Billing Issue.",2025-07-16 01:56:38.599512,
277,3,Billing,Reviewed,True,Resolved following standard procedure.,2025-07-17 12:27:21.032568,Resolved
278,1,Public Relations,Received,,Complaint logged and reviewed for routing.,2025-09-22 19:22:45.247080,
278,2,Billing,Forwarded (Incorrect),False,"Incorrectly routed here, reassigning to the appropriate department.",2025-09-22 22:10:28.357201,
278,3,Customer Support,Forwarded (Re-routed),True,Re-routed from Billing; now correctly assigned for Appreciation.,2025-09-23 05:06:11.794448,
278,4,Customer Support,Reviewed,True,Issue verified and resolved after review.,2025-09-24 08:51:01.695831,Resolved
279,1,Public Relations,Received,,Complaint logged and reviewed for routing.,2025-02-19 23:29:40.111149,
279,2,Customer Support,Forwarded (Correct),True,"Received from Public Relations, correctly routed for Staff Behavior.",2025-02-20 01:11:56.944250,
279,3,Customer Support,Reviewed,True,Requires field visit before it can be closed.,2025-02-21 22:43:10.509140,Unresolved
280,1,Public Relations,Received,,Complaint logged and reviewed for routing.,2025-03-11 09:26:51.225759,
280,2,Billing,Forwarded (Correct),True,"Received from Public Relations, correctly routed for Billing Issue.",2025-03-11 14:16:02.315536,
280,3,Billing,Reviewed,True,Completed the requested action successfully.,2025-03-12 06:59:20.797853,Resolved
281,1,Public Relations,Received,,Complaint logged and reviewed for routing.,2025-02-17 16:02:13.929266,
281,2,Maintenance,Forwarded (Correct),True,"Received from Public Relations, correctly routed for Infrastructure.",2025-02-17 23:30:16.525924,
281,3,Maintenance,Reviewed,True,Issue verified and resolved after review.,2025-02-19 08:53:08.298842,Resolved
282,1,Public Relations,Received,,Complaint logged and reviewed for routing.,2025-01-15 18:29:24.633393,
282,2,Maintenance,Forwarded (Incorrect),False,"Incorrectly routed here, reassigning to the appropriate department.",2025-01-15 23:40:36.381440,
282,3,Operations,Forwarded (Re-routed),True,Re-routed from Maintenance; now correctly assigned for Service Delay.,2025-01-16 18:27:11.301828,
282,4,Operations,Reviewed,True,Completed the requested action successfully.,2025-01-17 03:48:51.545729,Resolved
283,1,Public Relations,Received,,Complaint logged and reviewed for routing.,2025-09-19 18:26:55.482855,
283,2,Operations,Forwarded (Correct),True,"Received from Public Relations, correctly routed for Service Delay.",2025-09-20 01:08:54.538619,
283,3,Operations,Reviewed,True,Escalated to senior staff for further action.,2025-09-23 06:03:37.563083,Unresolved
284,1,Public Relations,Received,,Complaint logged and reviewed for routing.,2025-12-03 13:55:00.033453,
284,2,Customer Support,Forwarded (Correct),True,"Received from Public Relations, correctly routed for Staff Behavior.",2025-12-03 20:40:33.848422,
284,3,Customer Support,Reviewed,True,Completed the requested action successfully.,2025-12-06 03:00:25.646126,Resolved
285,1,Public Relations,Received,,Complaint logged and reviewed for routing.,2025-06-13 06:55:17.199607,
285,2,Security,Forwarded (Correct),True,"Received from Public Relations, correctly routed for Safety Concern.",2025-06-13 09:55:17.767950,
285,3,Security,Reviewed,True,Confirmed with the customer that the issue is fixed.,2025-06-15 20:27:11.917376,Resolved
286,1,Public Relations,Received,,Complaint logged and reviewed for routing.,2025-03-28 18:30:58.927656,
286,2,Billing,Forwarded (Correct),True,"Received from Public Relations, correctly routed for Billing Issue.",2025-03-29 01:07:53.568113,
286,3,Billing,Reviewed,True,Escalated to senior staff for further action.,2025-03-31 22:54:06.289536,Unresolved
287,1,Public Relations,Received,,Complaint logged and reviewed for routing.,2025-10-25 16:31:17.331424,
287,2,Customer Support,Forwarded (Correct),True,"Received from Public Relations, correctly routed for Staff Behavior.",2025-10-25 20:18:11.466958,
287,3,Customer Support,Reviewed,True,Resolved following standard procedure.,2025-10-28 23:53:09.635650,Resolved
288,1,Public Relations,Received,,Complaint logged and reviewed for routing.,2025-10-08 21:27:13.527993,
288,2,Customer Support,Forwarded (Correct),True,"Received from Public Relations, correctly routed for Staff Behavior.",2025-10-09 00:01:44.290519,
288,3,Customer Support,Reviewed,True,Waiting on additional information from the customer.,2025-10-12 18:14:30.077340,Unresolved
289,1,Public Relations,Received,,Complaint logged and reviewed for routing.,2025-08-01 18:12:11.677066,
289,2,Billing,Forwarded (Correct),True,"Received from Public Relations, correctly routed for Billing Issue.",2025-08-01 21:21:51.595640,
289,3,Billing,Reviewed,True,On hold due to resource availability.,2025-08-04 00:24:00.334874,Unresolved
290,1,Public Relations,Received,,Complaint logged and reviewed for routing.,2025-04-02 10:05:18.281573,
290,2,Customer Support,Forwarded (Correct),True,"Received from Public Relations, correctly routed for Staff Behavior.",2025-04-02 12:58:51.952318,
290,3,Customer Support,Reviewed,True,Issue verified and resolved after review.,2025-04-05 05:50:31.280636,Resolved
291,1,Public Relations,Received,,Complaint logged and reviewed for routing.,2025-04-24 14:12:39.395831,
291,2,Billing,Forwarded (Correct),True,"Received from Public Relations, correctly routed for Billing Issue.",2025-04-24 18:04:21.955594,
291,3,Billing,Reviewed,True,Waiting on additional information from the customer.,2025-04-25 12:52:45.338493,Unresolved
292,1,Public Relations,Received,,Complaint logged and reviewed for routing.,2025-12-17 09:14:14.440453,
292,2,Security,Forwarded (Incorrect),False,"Incorrectly routed here, reassigning to the appropriate department.",2025-12-17 13:02:54.779157,
292,3,Operations,Forwarded (Re-routed),True,Re-routed from Security; now correctly assigned for Service Delay.,2025-12-18 01:45:45.992696,
292,4,Operations,Reviewed,True,Completed the requested action successfully.,2025-12-19 03:49:52.922580,Resolved
293,1,Public Relations,Received,,Complaint logged and reviewed for routing.,2025-07-02 10:55:44.046005,
293,2,Maintenance,Forwarded (Correct),True,"Received from Public Relations, correctly routed for Infrastructure.",2025-07-02 13:20:40.181791,
293,3,Maintenance,Reviewed,True,Resolved following standard procedure.,2025-07-02 20:53:59.910852,Resolved
294,1,Public Relations,Received,,Complaint logged and reviewed for routing.,2025-06-10 16:49:48.777238,
294,2,Operations,Forwarded (Correct),True,"Received from Public Relations, correctly routed for Service Delay.",2025-06-10 23:01:39.805960,
294,3,Operations,Reviewed,True,Requires field visit before it can be closed.,2025-06-12 00:59:36.904655,Unresolved
295,1,Public Relations,Received,,Complaint logged and reviewed for routing.,2025-10-05 15:16:46.096495,
295,2,Administration,Forwarded (Correct),True,"Received from Public Relations, correctly routed for Corruption/Bribery.",2025-10-05 20:20:35.484736,
295,3,Administration,Reviewed,True,Completed the requested action successfully.,2025-10-09 12:56:57.084560,Resolved
296,1,Public Relations,Received,,Complaint logged and reviewed for routing.,2025-06-09 15:47:57.245753,
296,2,Operations,Forwarded (Incorrect),False,"This complaint does not belong to our department, forwarding to the correct team.",2025-06-09 20:34:45.351497,
296,3,Customer Support,Forwarded (Re-routed),True,Re-routed from Operations; now correctly assigned for Appreciation.,2025-06-10 05:52:00.583321,
296,4,Customer Support,Reviewed,True,Escalated to senior staff for further action.,2025-06-13 06:05:54.328453,Unresolved
297,1,Public Relations,Received,,Complaint logged and reviewed for routing.,2025-07-27 14:11:14.939312,
297,2,Administration,Forwarded (Correct),True,"Received from Public Relations, correctly routed for Corruption/Bribery.",2025-07-27 17:50:24.639307,
297,3,Administration,Reviewed,True,Escalated to senior staff for further action.,2025-07-30 10:12:18.398015,Unresolved
298,1,Public Relations,Received,,Complaint logged and reviewed for routing.,2025-10-19 17:52:34.909659,
298,2,Billing,Forwarded (Incorrect),False,"Not within our scope, sending to the relevant department.",2025-10-19 20:17:03.873301,
298,3,Administration,Forwarded (Re-routed),True,Re-routed from Billing; now correctly assigned for Corruption/Bribery.,2025-10-20 08:36:31.154761,
298,4,Administration,Reviewed,True,Corrected the error and notified the customer.,2025-10-24 04:36:21.804583,Resolved
299,1,Public Relations,Received,,Complaint logged and reviewed for routing.,2025-05-01 14:50:19.764864,
299,2,Administration,Forwarded (Correct),True,"Received from Public Relations, correctly routed for Corruption/Bribery.",2025-05-01 19:25:24.901698,
299,3,Administration,Reviewed,True,Confirmed with the customer that the issue is fixed.,2025-05-04 12:11:10.330606,Resolved
300,1,Public Relations,Received,,Complaint logged and reviewed for routing.,2025-11-23 14:00:13.820543,
300,2,Security,Forwarded (Correct),True,"Received from Public Relations, correctly routed for Safety Concern.",2025-11-23 17:53:46.293543,
300,3,Security,Reviewed,True,Completed the requested action successfully.,2025-11-27 08:13:09.475115,Resolved
301,1,Public Relations,Received,,Complaint logged and reviewed for routing.,2025-06-18 18:08:26.743140,
301,2,Customer Support,Forwarded (Correct),True,"Received from Public Relations, correctly routed for Staff Behavior.",2025-06-19 02:00:51.160769,
301,3,Customer Support,Reviewed,True,Resolved following standard procedure.,2025-06-22 12:02:25.552052,Resolved
302,1,Public Relations,Received,,Complaint logged and reviewed for routing.,2025-02-24 05:54:13.116192,
302,2,Administration,Forwarded (Correct),True,"Received from Public Relations, correctly routed for Corruption/Bribery.",2025-02-24 09:31:08.444805,
302,3,Administration,Reviewed,True,Issue verified and resolved after review.,2025-02-24 21:59:24.529863,Resolved
303,1,Public Relations,Received,,Complaint logged and reviewed for routing.,2025-01-28 16:53:35.637262,
303,2,Operations,Forwarded (Correct),True,"Received from Public Relations, correctly routed for Service Delay.",2025-01-28 23:04:48.748420,
303,3,Operations,Reviewed,True,Completed the requested action successfully.,2025-01-30 17:52:09.744387,Resolved
304,1,Public Relations,Received,,Complaint logged and reviewed for routing.,2025-05-13 11:13:31.740470,
304,2,Operations,Forwarded (Correct),True,"Received from Public Relations, correctly routed for Service Delay.",2025-05-13 13:44:09.811675,
304,3,Operations,Reviewed,True,Corrected the error and notified the customer.,2025-05-16 21:31:14.529961,Resolved
305,1,Public Relations,Received,,Complaint logged and reviewed for routing.,2025-12-21 10:31:03.163230,
305,2,Operations,Forwarded (Correct),True,"Received from Public Relations, correctly routed for Service Delay.",2025-12-21 16:34:22.531753,
305,3,Operations,Reviewed,True,Completed the requested action successfully.,2025-12-22 15:20:32.013380,Resolved
306,1,Public Relations,Received,,Complaint logged and reviewed for routing.,2025-07-18 13:12:24.577456,
306,2,Billing,Forwarded (Correct),True,"Received from Public Relations, correctly routed for Billing Issue.",2025-07-18 14:39:24.796263,
306,3,Billing,Reviewed,True,Corrected the error and notified the customer.,2025-07-18 23:22:35.802288,Resolved
307,1,Public Relations,Received,,Complaint logged and reviewed for routing.,2025-09-14 19:38:15.236284,
307,2,Administration,Forwarded (Incorrect),False,"Incorrectly routed here, reassigning to the appropriate department.",2025-09-15 00:04:41.455628,
307,3,Customer Support,Forwarded (Re-routed),True,Re-routed from Administration; now correctly assigned for Appreciation.,2025-09-15 19:18:30.263364,
307,4,Customer Support,Reviewed,True,Confirmed with the customer that the issue is fixed.,2025-09-17 01:19:15.795466,Resolved
308,1,Public Relations,Received,,Complaint logged and reviewed for routing.,2025-06-02 17:24:21.625412,
308,2,Billing,Forwarded (Correct),True,"Received from Public Relations, correctly routed for Billing Issue.",2025-06-03 00:40:08.156038,
308,3,Billing,Reviewed,True,Confirmed with the customer that the issue is fixed.,2025-06-07 00:25:41.538322,Resolved
309,1,Public Relations,Received,,Complaint logged and reviewed for routing.,2025-01-18 11:43:36.010647,
309,2,Maintenance,Forwarded (Correct),True,"Received from Public Relations, correctly routed for Infrastructure.",2025-01-18 18:10:53.163365,
309,3,Maintenance,Reviewed,True,"Still under investigation, pending further review.",2025-01-21 01:20:49.572346,Unresolved
310,1,Public Relations,Received,,Complaint logged and reviewed for routing.,2025-01-27 14:50:31.113714,
310,2,Maintenance,Forwarded (Incorrect),False,"Not within our scope, sending to the relevant department.",2025-01-27 20:09:28.177376,
310,3,Customer Support,Forwarded (Re-routed),True,Re-routed from Maintenance; now correctly assigned for Staff Behavior.,2025-01-28 05:45:23.006876,
310,4,Customer Support,Reviewed,True,Confirmed with the customer that the issue is fixed.,2025-01-29 18:00:29.494529,Resolved
311,1,Public Relations,Received,,Complaint logged and reviewed for routing.,2025-07-08 14:08:29.867589,
311,2,Billing,Forwarded (Correct),True,"Received from Public Relations, correctly routed for Billing Issue.",2025-07-08 20:20:25.351008,
311,3,Billing,Reviewed,True,Confirmed with the customer that the issue is fixed.,2025-07-09 05:21:22.951417,Resolved
312,1,Public Relations,Received,,Complaint logged and reviewed for routing.,2025-02-13 23:52:37.874452,
312,2,Maintenance,Forwarded (Incorrect),False,"Not within our scope, sending to the relevant department.",2025-02-14 00:58:05.365039,
312,3,Operations,Forwarded (Re-routed),True,Re-routed from Maintenance; now correctly assigned for Service Delay.,2025-02-14 22:41:31.322697,
312,4,Operations,Reviewed,True,Confirmed with the customer that the issue is fixed.,2025-02-17 09:35:12.572183,Resolved
313,1,Public Relations,Received,,Complaint logged and reviewed for routing.,2025-08-28 15:58:54.817761,
313,2,Operations,Forwarded (Correct),True,"Received from Public Relations, correctly routed for Service Delay.",2025-08-28 17:05:49.326342,
313,3,Operations,Reviewed,True,Corrected the error and notified the customer.,2025-08-29 04:48:19.206510,Resolved
314,1,Public Relations,Received,,Complaint logged and reviewed for routing.,2025-01-01 10:49:58.885896,
314,2,Operations,Forwarded (Correct),True,"Received from Public Relations, correctly routed for Service Delay.",2025-01-01 14:30:18.598024,
314,3,Operations,Reviewed,True,Waiting on additional information from the customer.,2025-01-04 21:47:18.059694,Unresolved
315,1,Public Relations,Received,,Complaint logged and reviewed for routing.,2025-07-28 07:44:22.368962,
315,2,Security,Forwarded (Incorrect),False,"Not within our scope, sending to the relevant department.",2025-07-28 11:32:13.944182,
315,3,Maintenance,Forwarded (Re-routed),True,Re-routed from Security; now correctly assigned for Infrastructure.,2025-07-28 17:56:13.853398,
315,4,Maintenance,Reviewed,True,Issue verified and resolved after review.,2025-07-30 20:12:04.705390,Resolved
316,1,Public Relations,Received,,Complaint logged and reviewed for routing.,2025-07-02 12:53:52.347551,
316,2,Billing,Forwarded (Correct),True,"Received from Public Relations, correctly routed for Billing Issue.",2025-07-02 15:45:32.948759,
316,3,Billing,Reviewed,True,Requires field visit before it can be closed.,2025-07-05 20:30:56.385025,Unresolved
317,1,Public Relations,Received,,Complaint logged and reviewed for routing.,2025-03-28 18:44:41.459820,
317,2,Operations,Forwarded (Incorrect),False,"This complaint does not belong to our department, forwarding to the correct team.",2025-03-29 01:56:46.213901,
317,3,Customer Support,Forwarded (Re-routed),True,Re-routed from Operations; now correctly assigned for Staff Behavior.,2025-03-29 16:11:55.803238,
317,4,Customer Support,Reviewed,True,Waiting on additional information from the customer.,2025-03-30 07:46:23.467470,Unresolved
318,1,Public Relations,Received,,Complaint logged and reviewed for routing.,2025-12-10 13:45:13.644991,
318,2,Security,Forwarded (Correct),True,"Received from Public Relations, correctly routed for Safety Concern.",2025-12-10 20:58:00.830119,
318,3,Security,Reviewed,True,Issue verified and resolved after review.,2025-12-11 14:18:45.089157,Resolved
319,1,Public Relations,Received,,Complaint logged and reviewed for routing.,2025-05-25 16:06:23.124895,
