complaint_id,original_id,complaint_text,category,department,status,customer_id,date_received,date_resolved,created_at,complaint_text_clean,resolution_time_hours,vader_label,vader_score,transformer_label,transformer_score,sentiment_label,sentiment_score,sentiment_model_used,predicted_category,category_confidence,final_category,complaint_hour,complaint_day_of_week,complaint_month,complaint_year
517,517,The employee refused to help and was arguing instead of assisting.,,Customer Support,In Progress,CUST7704,2025-08-02 10:57:00,,2026-07-23 20:15:32,employee refused help arguing instead assisting,,Negative,-0.3612,Negative,-0.9993220567703248,Negative,-0.9993220567703248,transformer,Staff Behavior,0.9188669008707594,Staff Behavior,10,Saturday,August,2025
518,518,The online payment portal charged me twice for the same bill.,,Billing,Closed,CUST4122,2025-04-04 11:59:00,2025-04-05 17:14:47,2026-07-23 20:15:32,online payment portal charged twice bill,29.26305555555556,Negative,-0.2023,Negative,-0.9943894743919371,Negative,-0.9943894743919371,transformer,Billing Issue,0.93891422374877,Billing Issue,11,Friday,April,2025
519,519,The road near the facility is damaged and causing accidents.,Infrastructure,Maintenance,Resolved,CUST3018,2025-09-02 13:59:00,2025-09-14 10:16:28,2026-07-23 20:15:32,road near facility damaged causing accidents,284.2911111111111,Negative,-0.6369,Negative,-0.9993550181388856,Negative,-0.9993550181388856,transformer,Infrastructure,1.0,Infrastructure,13,Tuesday,September,2025
520,520,Security personnel are not checking IDs properly at the gate.,Safety Concern,Security,Open,CUST9689,2025-06-19 12:32:00,,2026-07-23 20:15:32,security personnel checking ids properly gate,,Positive,0.34,Negative,-0.9997747540473938,Negative,-0.9997747540473938,transformer,Safety Concern,1.0,Safety Concern,12,Thursday,June,2025
521,521,Thank you for quickly fixing the safety issue I reported earlier.,Safety Concern,Security,Resolved,CUST3903,2025-12-27 15:37:00,2025-12-31 13:02:53,2026-07-23 20:15:32,thank quickly fixing safety issue reported earlier,93.43138888888888,Positive,0.6486,Positive,0.9871915578842164,Positive,0.9871915578842164,transformer,Safety Concern,1.0,Safety Concern,15,Saturday,December,2025
522,522,There is a major leakage that has not been fixed for weeks.,Infrastructure,Maintenance,Resolved,CUST6273,2025-09-05 09:06:00,2025-09-14 07:25:22,2026-07-23 20:15:32,major leakage fixed weeks,214.3227777777778,Neutral,0.0,Negative,-0.9974085688591005,Negative,-0.9974085688591005,transformer,Infrastructure,1.0,Infrastructure,9,Friday,September,2025
523,523,Very unprofessional behavior from the officer on duty.,,Customer Support,Closed,CUST7518,2025-06-20 05:58:00,2025-06-23 23:27:52,2026-07-23 20:15:32,unprofessional behavior officer duty,89.49777777777778,Negative,-0.5563,Negative,-0.9969633221626282,Negative,-0.9969633221626282,transformer,Staff Behavior,0.9123531566446584,Staff Behavior,5,Friday,June,2025
524,524,"The new online system has made things much easier, well done.",Appreciation,Customer Support,Resolved,CUST9393,2025-06-05 06:08:00,2025-06-05 15:32:57,2026-07-23 20:15:32,new online system made things much easier well done,9.415833333333332,Positive,0.5994,Positive,0.9995688796043396,Positive,0.9995688796043396,transformer,Appreciation,1.0,Appreciation,6,Thursday,June,2025
525,525,Staff keep telling me to wait but nothing happens.,Service Delay,Operations,Closed,CUST4291,2025-10-23 12:47:00,2025-10-25 03:41:04,2026-07-23 20:15:32,staff keep telling wait nothing happens,38.90111111111111,Neutral,0.0,Negative,-0.9984003901481628,Negative,-0.9984003901481628,transformer,Service Delay,1.0,Service Delay,12,Thursday,October,2025
526,526,"There is a billing error, I already paid but it still shows unpaid.",Billing Issue,Billing,Closed,CUST3913,2025-08-22 16:08:00,2025-08-25 11:05:09,2026-07-23 20:15:32,billing error already paid still shows unpaid,66.9525,Negative,-0.2144,Negative,-0.9994487166404724,Negative,-0.9994487166404724,transformer,Billing Issue,1.0,Billing Issue,16,Friday,August,2025
527,527,The employee refused to help and was arguing instead of assisting.,Staff Behavior,Customer Support,Resolved,CUST7839,2025-09-25 08:22:00,2025-09-28 13:32:46,2026-07-23 20:15:32,employee refused help arguing instead assisting,77.17944444444444,Negative,-0.3612,Negative,-0.9993220567703248,Negative,-0.9993220567703248,transformer,Staff Behavior,1.0,Staff Behavior,8,Thursday,September,2025
528,528,The new infrastructure upgrade has improved things significantly.,Infrastructure,Maintenance,Closed,CUST1414,2025-05-28 12:27:00,2025-06-04 17:39:42,2026-07-23 20:15:32,new infrastructure upgrade improved things significantly,173.21166666666667,Positive,0.4767,Positive,0.9997418522834778,Positive,0.9997418522834778,transformer,Infrastructure,1.0,Infrastructure,12,Wednesday,May,2025
529,529,It has been three weeks and my complaint is still not resolved.,,Operations,Closed,CUST5695,2025-08-07 15:17:00,2025-08-09 12:30:05,2026-07-23 20:15:32,three weeks complaint still resolved,45.21805555555556,Negative,-0.4055,Negative,-0.9996131062507628,Negative,-0.9996131062507628,transformer,Service Delay,0.9265471594360284,Service Delay,15,Thursday,August,2025
530,530,There is a major leakage that has not been fixed for weeks.,Infrastructure,Maintenance,In Progress,CUST1529,2025-10-23 16:50:00,,2026-07-23 20:15:32,major leakage fixed weeks,,Neutral,0.0,Negative,-0.9974085688591005,Negative,-0.9974085688591005,transformer,Infrastructure,1.0,Infrastructure,16,Thursday,October,2025
531,531,I have been waiting since last month for this issue to be fixed.,Service Delay,Operations,Closed,CUST7371,2025-02-28 16:43:00,2025-03-04 21:29:54,2026-07-23 20:15:32,waiting since last month issue fixed,100.78166666666668,Neutral,0.0,Negative,-0.9983676075935364,Negative,-0.9983676075935364,transformer,Service Delay,1.0,Service Delay,16,Friday,February,2025
532,532,The response time for service requests is unacceptably slow.,Service Delay,Operations,Resolved,CUST6122,2025-08-02 15:59:00,2025-08-08 21:49:48,2026-07-23 20:15:32,response time service requests unacceptably slow,149.84666666666666,Neutral,0.0,Negative,-0.9997486472129822,Negative,-0.9997486472129822,transformer,Service Delay,1.0,Service Delay,15,Saturday,August,2025
533,533,I want to thank the team for resolving my issue so quickly.,Appreciation,Customer Support,Resolved,CUST8259,2025-01-09 11:12:00,2025-01-09 20:07:33,2026-07-23 20:15:32,want thank team resolving issue quickly,8.925833333333333,Positive,0.6597,Positive,0.9981899857521056,Positive,0.9981899857521056,transformer,Appreciation,1.0,Appreciation,11,Thursday,January,2025
534,534,There is clear favoritism and under-the-table dealing happening.,Corruption/Bribery,Administration,Closed,CUST4218,2025-08-21 07:23:00,2025-08-27 08:55:02,2026-07-23 20:15:32,clear favoritism table dealing happening,145.5338888888889,Positive,0.5106,Positive,0.993443727493286,Positive,0.993443727493286,transformer,Corruption/Bribery,1.0,Corruption/Bribery,7,Thursday,August,2025
535,535,No safety measures are in place despite previous warnings.,Safety Concern,Security,Open,CUST9418,2025-05-06 09:43:00,,2026-07-23 20:15:32,safety measures place despite previous warnings,,Negative,-0.1139,Negative,-0.998145341873169,Negative,-0.998145341873169,transformer,Safety Concern,1.0,Safety Concern,9,Tuesday,May,2025
536,536,I was overcharged on my last bill and no one is responding.,Billing Issue,Billing,Open,CUST5178,2025-06-18 13:16:00,,2026-07-23 20:15:32,overcharged last bill one responding,,Negative,-0.296,Negative,-0.99962055683136,Negative,-0.99962055683136,transformer,Billing Issue,1.0,Billing Issue,13,Wednesday,June,2025
537,537,Why is the late fee applied when I paid on time?,,Billing,In Progress,CUST1833,2025-09-05 17:02:00,,2026-07-23 20:15:32,late fee applied paid time,,Neutral,0.0,Negative,-0.9993433356285096,Negative,-0.9993433356285096,transformer,Billing Issue,0.9481595449263228,Billing Issue,17,Friday,September,2025
538,538,Thank you for quickly fixing the safety issue I reported earlier.,Safety Concern,Security,Closed,CUST2194,2025-10-10 15:31:00,2025-10-15 07:51:39,2026-07-23 20:15:32,thank quickly fixing safety issue reported earlier,112.34416666666668,Positive,0.6486,Positive,0.9871915578842164,Positive,0.9871915578842164,transformer,Safety Concern,1.0,Safety Concern,15,Friday,October,2025
539,539,I witnessed a near-accident due to lack of proper signage.,Safety Concern,Security,Open,CUST7814,2025-07-06 16:33:00,,2026-07-23 20:15:32,witnessed near accident due lack proper signage,,Negative,-0.3182,Negative,-0.9997788071632384,Negative,-0.9997788071632384,transformer,Safety Concern,1.0,Safety Concern,16,Sunday,July,2025
540,540,Very unprofessional behavior from the officer on duty.,,Customer Support,In Progress,CUST6911,2025-02-08 14:56:00,,2026-07-23 20:15:32,unprofessional behavior officer duty,,Negative,-0.5563,Negative,-0.9969633221626282,Negative,-0.9969633221626282,transformer,Staff Behavior,0.9123531566446584,Staff Behavior,14,Saturday,February,2025
541,541,Staff keep telling me to wait but nothing happens.,Service Delay,Operations,Closed,CUST2879,2025-07-18 15:52:00,2025-07-22 18:05:12,2026-07-23 20:15:32,staff keep telling wait nothing happens,98.22,Neutral,0.0,Negative,-0.9984003901481628,Negative,-0.9984003901481628,transformer,Service Delay,1.0,Service Delay,15,Friday,July,2025
542,542,Poor maintenance of the facility is causing repeated problems.,,Maintenance,Closed,CUST1653,2025-04-21 12:39:00,2025-05-01 23:17:07,2026-07-23 20:15:32,poor maintenance facility causing repeated problems,250.6352777777778,Negative,-0.7003,Negative,-0.9997307658195496,Negative,-0.9997307658195496,transformer,Infrastructure,0.9020183444644632,Infrastructure,12,Monday,April,2025
543,543,The equipment at the site is old and frequently malfunctions.,Infrastructure,Maintenance,Resolved,CUST5633,2025-06-26 09:07:00,2025-07-07 10:35:43,2026-07-23 20:15:32,equipment site old frequently malfunctions,265.4786111111111,Neutral,0.0,Negative,-0.9997950196266174,Negative,-0.9997950196266174,transformer,Infrastructure,1.0,Infrastructure,9,Thursday,June,2025
544,544,The online payment portal charged me twice for the same bill.,Billing Issue,Billing,Closed,CUST1718,2025-10-12 05:32:00,2025-10-14 08:06:11,2026-07-23 20:15:32,online payment portal charged twice bill,50.56972222222223,Negative,-0.2023,Negative,-0.9943894743919371,Negative,-0.9943894743919371,transformer,Billing Issue,1.0,Billing Issue,5,Sunday,October,2025
545,545,No technician has visited despite multiple requests.,Service Delay,Operations,In Progress,CUST9814,2025-05-03 15:06:00,,2026-07-23 20:15:32,technician visited despite multiple requests,,Negative,-0.296,Negative,-0.982450783252716,Negative,-0.982450783252716,transformer,Service Delay,1.0,Service Delay,15,Saturday,May,2025
546,546,The staff at the counter was extremely rude to me today.,Staff Behavior,Customer Support,In Progress,CUST2702,2025-04-21 10:49:00,,2026-07-23 20:15:32,staff counter extremely rude today,,Negative,-0.5095,Negative,-0.9993046522140504,Negative,-0.9993046522140504,transformer,Staff Behavior,1.0,Staff Behavior,10,Monday,April,2025
547,547,Why is the late fee applied when I paid on time?,,Billing,Closed,CUST6434,2025-08-03 19:47:00,2025-08-06 17:27:41,2026-07-23 20:15:32,late fee applied paid time,69.67805555555556,Neutral,0.0,Negative,-0.9993433356285096,Negative,-0.9993433356285096,transformer,Billing Issue,0.9481595449263228,Billing Issue,19,Sunday,August,2025
548,548,I was overcharged on my last bill and no one is responding.,Billing Issue,Billing,Resolved,CUST4729,2025-01-26 17:16:00,2025-01-28 15:43:21,2026-07-23 20:15:32,overcharged last bill one responding,46.45583333333333,Negative,-0.296,Negative,-0.99962055683136,Negative,-0.99962055683136,transformer,Billing Issue,1.0,Billing Issue,17,Sunday,January,2025
549,549,"Great job by the support team, issue resolved within a day.",,Customer Support,Resolved,CUST2938,2025-06-21 10:25:00,2025-06-21 20:55:37,2026-07-23 20:15:32,great job support team issue resolved within day,10.510277777777778,Positive,0.8176,Positive,0.9994268417358398,Positive,0.9994268417358398,transformer,Appreciation,0.8899117499265191,Appreciation,10,Saturday,June,2025
550,550,The staff member was polite and handled my issue very well.,Staff Behavior,Customer Support,Open,CUST6860,2025-02-24 08:37:00,,2026-07-23 20:15:32,staff member polite handled issue well,,Positive,0.3384,Positive,0.9998146891593932,Positive,0.9998146891593932,transformer,Staff Behavior,1.0,Staff Behavior,8,Monday,February,2025
551,551,I want to thank the team for resolving my issue so quickly.,,Customer Support,Resolved,CUST8170,2025-05-22 07:19:00,2025-05-23 12:07:35,2026-07-23 20:15:32,want thank team resolving issue quickly,28.809722222222224,Positive,0.6597,Positive,0.9981899857521056,Positive,0.9981899857521056,transformer,Appreciation,0.8944524369271923,Appreciation,7,Thursday,May,2025
552,552,It has been three weeks and my complaint is still not resolved.,Service Delay,Operations,Open,CUST9941,2025-07-18 15:14:00,,2026-07-23 20:15:32,three weeks complaint still resolved,,Negative,-0.4055,Negative,-0.9996131062507628,Negative,-0.9996131062507628,transformer,Service Delay,1.0,Service Delay,15,Friday,July,2025
553,553,No technician has visited despite multiple requests.,Service Delay,Operations,Closed,CUST1182,2025-05-26 10:55:00,2025-05-30 22:23:14,2026-07-23 20:15:32,technician visited despite multiple requests,107.47055555555556,Negative,-0.296,Negative,-0.982450783252716,Negative,-0.982450783252716,transformer,Service Delay,1.0,Service Delay,10,Monday,May,2025
554,554,The staff member was polite and handled my issue very well.,Staff Behavior,Customer Support,Resolved,CUST9970,2025-03-02 10:00:00,2025-03-05 13:53:15,2026-07-23 20:15:32,staff member polite handled issue well,75.8875,Positive,0.3384,Positive,0.9998146891593932,Positive,0.9998146891593932,transformer,Staff Behavior,1.0,Staff Behavior,10,Sunday,March,2025
555,555,"The new online system has made things much easier, well done.",,Customer Support,Closed,CUST9397,2025-04-24 13:57:00,2025-04-25 07:42:15,2026-07-23 20:15:32,new online system made things much easier well done,17.754166666666666,Positive,0.5994,Positive,0.9995688796043396,Positive,0.9995688796043396,transformer,Appreciation,0.8799664942529419,Appreciation,13,Thursday,April,2025
556,556,My bill amount doubled this month without any explanation.,,Billing,In Progress,CUST1891,2025-04-27 14:16:00,,2026-07-23 20:15:32,bill amount doubled month without explanation,,Neutral,0.0,Negative,-0.9965940117836,Negative,-0.9965940117836,transformer,Billing Issue,0.9480403015534576,Billing Issue,14,Sunday,April,2025
557,557,There is clear favoritism and under-the-table dealing happening.,,Administration,In Progress,CUST2608,2025-06-18 18:04:00,,2026-07-23 20:15:32,clear favoritism table dealing happening,,Positive,0.5106,Positive,0.993443727493286,Positive,0.993443727493286,transformer,Corruption/Bribery,0.8928520889790805,Corruption/Bribery,18,Wednesday,June,2025
558,558,The online payment portal charged me twice for the same bill.,Billing Issue,Billing,Open,CUST2639,2025-07-11 14:22:00,,2026-07-23 20:15:32,online payment portal charged twice bill,,Negative,-0.2023,Negative,-0.9943894743919371,Negative,-0.9943894743919371,transformer,Billing Issue,1.0,Billing Issue,14,Friday,July,2025
559,559,It has been three weeks and my complaint is still not resolved.,Service Delay,Operations,Resolved,CUST6008,2025-11-11 09:31:00,2025-11-18 11:36:24,2026-07-23 20:15:32,three weeks complaint still resolved,170.09,Negative,-0.4055,Negative,-0.9996131062507628,Negative,-0.9996131062507628,transformer,Service Delay,1.0,Service Delay,9,Tuesday,November,2025
560,560,There is a major leakage that has not been fixed for weeks.,Infrastructure,Maintenance,In Progress,CUST1079,2025-07-12 04:51:00,,2026-07-23 20:15:32,major leakage fixed weeks,,Neutral,0.0,Negative,-0.9974085688591005,Negative,-0.9974085688591005,transformer,Infrastructure,1.0,Infrastructure,4,Saturday,July,2025
561,561,No technician has visited despite multiple requests.,Service Delay,Operations,In Progress,CUST6432,2025-09-21 17:27:00,,2026-07-23 20:15:32,technician visited despite multiple requests,,Negative,-0.296,Negative,-0.982450783252716,Negative,-0.982450783252716,transformer,Service Delay,1.0,Service Delay,17,Sunday,September,2025
562,562,An official demanded a bribe before processing my documents.,,Administration,Resolved,CUST2343,2025-06-25 03:19:00,2025-07-01 14:15:13,2026-07-23 20:15:32,official demanded bribe processing documents,154.93694444444444,Negative,-0.4019,Negative,-0.999240517616272,Negative,-0.999240517616272,transformer,Corruption/Bribery,0.8847622822926116,Corruption/Bribery,3,Wednesday,June,2025
563,563,I was asked to pay extra money to get my work done faster.,Corruption/Bribery,Administration,Closed,CUST2235,2025-11-07 19:16:00,2025-11-16 17:11:43,2026-07-23 20:15:32,asked pay extra money get work done faster,213.9286111111111,Negative,-0.1027,Negative,-0.9994475245475768,Negative,-0.9994475245475768,transformer,Corruption/Bribery,1.0,Corruption/Bribery,19,Friday,November,2025
564,564,There is clear favoritism and under-the-table dealing happening.,Corruption/Bribery,Administration,Resolved,CUST4485,2025-08-27 16:37:00,2025-09-01 15:34:45,2026-07-23 20:15:32,clear favoritism table dealing happening,118.9625,Positive,0.5106,Positive,0.993443727493286,Positive,0.993443727493286,transformer,Corruption/Bribery,1.0,Corruption/Bribery,16,Wednesday,August,2025
565,565,"The new online system has made things much easier, well done.",,Customer Support,Closed,CUST7430,2025-07-18 12:30:00,2025-07-20 02:01:47,2026-07-23 20:15:32,new online system made things much easier well done,37.52972222222222,Positive,0.5994,Positive,0.9995688796043396,Positive,0.9995688796043396,transformer,Appreciation,0.8799664942529419,Appreciation,12,Friday,July,2025
566,566,Staff keep telling me to wait but nothing happens.,Service Delay,Operations,Resolved,CUST7500,2025-09-10 14:08:00,2025-09-14 16:44:57,2026-07-23 20:15:32,staff keep telling wait nothing happens,98.61583333333331,Neutral,0.0,Negative,-0.9984003901481628,Negative,-0.9984003901481628,transformer,Service Delay,1.0,Service Delay,14,Wednesday,September,2025
567,567,It has been three weeks and my complaint is still not resolved.,Service Delay,Operations,Closed,CUST9423,2025-08-28 11:51:00,2025-09-05 09:36:44,2026-07-23 20:15:32,three weeks complaint still resolved,189.76222222222225,Negative,-0.4055,Negative,-0.9996131062507628,Negative,-0.9996131062507628,transformer,Service Delay,1.0,Service Delay,11,Thursday,August,2025
568,568,My bill amount doubled this month without any explanation.,,Billing,Closed,CUST8921,2025-03-19 15:42:00,2025-03-21 07:37:56,2026-07-23 20:15:32,bill amount doubled month without explanation,39.93222222222222,Neutral,0.0,Negative,-0.9965940117836,Negative,-0.9965940117836,transformer,Billing Issue,0.9480403015534576,Billing Issue,15,Wednesday,March,2025
569,569,I want to thank the team for resolving my issue so quickly.,Appreciation,Customer Support,Open,CUST1701,2025-04-16 11:14:00,,2026-07-23 20:15:32,want thank team resolving issue quickly,,Positive,0.6597,Positive,0.9981899857521056,Positive,0.9981899857521056,transformer,Appreciation,1.0,Appreciation,11,Wednesday,April,2025
570,570,The new infrastructure upgrade has improved things significantly.,Infrastructure,Maintenance,Resolved,CUST1760,2025-11-12 10:24:00,2025-11-19 19:51:26,2026-07-23 20:15:32,new infrastructure upgrade improved things significantly,177.4572222222222,Positive,0.4767,Positive,0.9997418522834778,Positive,0.9997418522834778,transformer,Infrastructure,1.0,Infrastructure,10,Wednesday,November,2025
571,571,"There is a billing error, I already paid but it still shows unpaid.",Billing Issue,Billing,Closed,CUST5314,2025-02-17 10:40:00,2025-02-17 21:32:24,2026-07-23 20:15:32,billing error already paid still shows unpaid,10.873333333333331,Negative,-0.2144,Negative,-0.9994487166404724,Negative,-0.9994487166404724,transformer,Billing Issue,1.0,Billing Issue,10,Monday,February,2025
572,572,The new infrastructure upgrade has improved things significantly.,Infrastructure,Maintenance,Resolved,CUST2275,2025-03-21 15:24:00,2025-03-25 22:48:30,2026-07-23 20:15:32,new infrastructure upgrade improved things significantly,103.40833333333332,Positive,0.4767,Positive,0.9997418522834778,Positive,0.9997418522834778,transformer,Infrastructure,1.0,Infrastructure,15,Friday,March,2025
573,573,Very unprofessional behavior from the officer on duty.,Staff Behavior,Customer Support,Resolved,CUST6653,2025-12-08 09:33:00,2025-12-11 04:46:37,2026-07-23 20:15:32,unprofessional behavior officer duty,67.22694444444444,Negative,-0.5563,Negative,-0.9969633221626282,Negative,-0.9969633221626282,transformer,Staff Behavior,1.0,Staff Behavior,9,Monday,December,2025
574,574,Very unprofessional behavior from the officer on duty.,Staff Behavior,Customer Support,Closed,CUST4768,2025-11-01 18:32:00,2025-11-03 18:45:23,2026-07-23 20:15:32,unprofessional behavior officer duty,48.223055555555554,Negative,-0.5563,Negative,-0.9969633221626282,Negative,-0.9969633221626282,transformer,Staff Behavior,1.0,Staff Behavior,18,Saturday,November,2025
575,575,"There is a billing error, I already paid but it still shows unpaid.",Billing Issue,Billing,Resolved,CUST2938,2025-04-06 20:10:00,2025-04-10 16:30:48,2026-07-23 20:15:32,billing error already paid still shows unpaid,92.34666666666666,Negative,-0.2144,Negative,-0.9994487166404724,Negative,-0.9994487166404724,transformer,Billing Issue,1.0,Billing Issue,20,Sunday,April,2025
576,576,Poor maintenance of the facility is causing repeated problems.,Infrastructure,Maintenance,Resolved,CUST4452,2025-10-24 08:07:00,2025-10-30 11:00:17,2026-07-23 20:15:32,poor maintenance facility causing repeated problems,146.88805555555555,Negative,-0.7003,Negative,-0.9997307658195496,Negative,-0.9997307658195496,transformer,Infrastructure,1.0,Infrastructure,8,Friday,October,2025
577,577,Poor maintenance of the facility is causing repeated problems.,,Maintenance,Resolved,CUST9399,2025-01-02 23:08:00,2025-01-15 04:30:05,2026-07-23 20:15:32,poor maintenance facility causing repeated problems,293.36805555555554,Negative,-0.7003,Negative,-0.9997307658195496,Negative,-0.9997307658195496,transformer,Infrastructure,0.9020183444644632,Infrastructure,23,Thursday,January,2025
578,578,The online payment portal charged me twice for the same bill.,Billing Issue,Billing,Closed,CUST7642,2025-03-06 13:16:00,2025-03-09 20:23:31,2026-07-23 20:15:32,online payment portal charged twice bill,79.12527777777778,Negative,-0.2023,Negative,-0.9943894743919371,Negative,-0.9943894743919371,transformer,Billing Issue,1.0,Billing Issue,13,Thursday,March,2025
579,579,The new infrastructure upgrade has improved things significantly.,,Maintenance,Closed,CUST2404,2025-08-24 09:46:00,2025-08-31 00:21:50,2026-07-23 20:15:32,new infrastructure upgrade improved things significantly,158.59722222222223,Positive,0.4767,Positive,0.9997418522834778,Positive,0.9997418522834778,transformer,Infrastructure,0.908071593935798,Infrastructure,9,Sunday,August,2025
580,580,The online payment portal charged me twice for the same bill.,Billing Issue,Billing,In Progress,CUST3338,2025-12-28 09:30:00,,2026-07-23 20:15:32,online payment portal charged twice bill,,Negative,-0.2023,Negative,-0.9943894743919371,Negative,-0.9943894743919371,transformer,Billing Issue,1.0,Billing Issue,9,Sunday,December,2025
581,581,No safety measures are in place despite previous warnings.,Safety Concern,Security,In Progress,CUST8429,2025-08-17 16:16:00,,2026-07-23 20:15:32,safety measures place despite previous warnings,,Negative,-0.1139,Negative,-0.998145341873169,Negative,-0.998145341873169,transformer,Safety Concern,1.0,Safety Concern,16,Sunday,August,2025
582,582,The road near the facility is damaged and causing accidents.,,Maintenance,Open,CUST9263,2025-04-13 10:08:00,,2026-07-23 20:15:32,road near facility damaged causing accidents,,Negative,-0.6369,Negative,-0.9993550181388856,Negative,-0.9993550181388856,transformer,Infrastructure,0.900813556154854,Infrastructure,10,Sunday,April,2025
583,583,There is a major leakage that has not been fixed for weeks.,Infrastructure,Maintenance,Closed,CUST9706,2025-08-06 06:30:00,2025-08-12 14:35:09,2026-07-23 20:15:32,major leakage fixed weeks,152.08583333333334,Neutral,0.0,Negative,-0.9974085688591005,Negative,-0.9974085688591005,transformer,Infrastructure,1.0,Infrastructure,6,Wednesday,August,2025
584,584,The staff at the counter was extremely rude to me today.,Staff Behavior,Customer Support,Closed,CUST1019,2025-02-22 21:08:00,2025-02-27 14:02:37,2026-07-23 20:15:32,staff counter extremely rude today,112.91027777777778,Negative,-0.5095,Negative,-0.9993046522140504,Negative,-0.9993046522140504,transformer,Staff Behavior,1.0,Staff Behavior,21,Saturday,February,2025
585,585,There is clear favoritism and under-the-table dealing happening.,,Administration,Resolved,CUST9680,2025-08-17 15:26:00,2025-08-22 11:11:18,2026-07-23 20:15:32,clear favoritism table dealing happening,115.755,Positive,0.5106,Positive,0.993443727493286,Positive,0.993443727493286,transformer,Corruption/Bribery,0.8928520889790805,Corruption/Bribery,15,Sunday,August,2025
586,586,Very unprofessional behavior from the officer on duty.,Staff Behavior,Customer Support,Resolved,CUST2600,2025-09-13 08:22:00,2025-09-15 16:27:45,2026-07-23 20:15:32,unprofessional behavior officer duty,56.09583333333333,Negative,-0.5563,Negative,-0.9969633221626282,Negative,-0.9969633221626282,transformer,Staff Behavior,1.0,Staff Behavior,8,Saturday,September,2025
587,587,The employee refused to help and was arguing instead of assisting.,,Customer Support,Closed,CUST9908,2025-07-08 09:58:00,2025-07-12 04:11:42,2026-07-23 20:15:32,employee refused help arguing instead assisting,90.22833333333334,Negative,-0.3612,Negative,-0.9993220567703248,Negative,-0.9993220567703248,transformer,Staff Behavior,0.9188669008707594,Staff Behavior,9,Tuesday,July,2025
588,588,No technician has visited despite multiple requests.,Service Delay,Operations,Open,CUST9515,2025-01-24 13:50:00,,2026-07-23 20:15:32,technician visited despite multiple requests,,Negative,-0.296,Negative,-0.982450783252716,Negative,-0.982450783252716,transformer,Service Delay,1.0,Service Delay,13,Friday,January,2025
589,589,My bill amount doubled this month without any explanation.,,Billing,Resolved,CUST5155,2025-08-11 14:26:00,2025-08-12 22:18:11,2026-07-23 20:15:32,bill amount doubled month without explanation,31.869722222222222,Neutral,0.0,Negative,-0.9965940117836,Negative,-0.9965940117836,transformer,Billing Issue,0.9480403015534576,Billing Issue,14,Monday,August,2025
590,590,Staff keep telling me to wait but nothing happens.,Service Delay,Operations,In Progress,CUST4337,2025-06-12 17:39:00,,2026-07-23 20:15:32,staff keep telling wait nothing happens,,Neutral,0.0,Negative,-0.9984003901481628,Negative,-0.9984003901481628,transformer,Service Delay,1.0,Service Delay,17,Thursday,June,2025
591,591,Staff keep telling me to wait but nothing happens.,,Operations,Resolved,CUST6024,2025-07-12 10:35:00,2025-07-17 18:29:19,2026-07-23 20:15:32,staff keep telling wait nothing happens,127.90527777777778,Neutral,0.0,Negative,-0.9984003901481628,Negative,-0.9984003901481628,transformer,Service Delay,0.9313366245653248,Service Delay,10,Saturday,July,2025
592,592,Poor maintenance of the facility is causing repeated problems.,Infrastructure,Maintenance,Closed,CUST8317,2025-09-28 08:55:00,2025-10-07 15:47:09,2026-07-23 20:15:32,poor maintenance facility causing repeated problems,222.86916666666667,Negative,-0.7003,Negative,-0.9997307658195496,Negative,-0.9997307658195496,transformer,Infrastructure,1.0,Infrastructure,8,Sunday,September,2025
593,593,No safety measures are in place despite previous warnings.,Safety Concern,Security,Closed,CUST1852,2025-02-17 14:25:00,2025-02-21 20:27:25,2026-07-23 20:15:32,safety measures place despite previous warnings,102.04027777777776,Negative,-0.1139,Negative,-0.998145341873169,Negative,-0.998145341873169,transformer,Safety Concern,1.0,Safety Concern,14,Monday,February,2025
594,594,I was overcharged on my last bill and no one is responding.,Billing Issue,Billing,Resolved,CUST2444,2025-10-27 13:09:00,2025-10-29 09:45:09,2026-07-23 20:15:32,overcharged last bill one responding,44.6025,Negative,-0.296,Negative,-0.99962055683136,Negative,-0.99962055683136,transformer,Billing Issue,1.0,Billing Issue,13,Monday,October,2025
595,595,My bill amount doubled this month without any explanation.,Billing Issue,Billing,Closed,CUST7564,2025-06-20 11:02:00,2025-06-21 19:42:21,2026-07-23 20:15:32,bill amount doubled month without explanation,32.6725,Neutral,0.0,Negative,-0.9965940117836,Negative,-0.9965940117836,transformer,Billing Issue,1.0,Billing Issue,11,Friday,June,2025
596,596,The new infrastructure upgrade has improved things significantly.,Infrastructure,Maintenance,Closed,CUST9099,2025-05-20 10:03:00,2025-05-28 15:23:59,2026-07-23 20:15:32,new infrastructure upgrade improved things significantly,197.34972222222223,Positive,0.4767,Positive,0.9997418522834778,Positive,0.9997418522834778,transformer,Infrastructure,1.0,Infrastructure,10,Tuesday,May,2025
597,597,I was treated very disrespectfully by the customer support agent.,,Customer Support,In Progress,CUST9364,2025-10-26 07:33:00,,2026-07-23 20:15:32,treated disrespectfully customer support agent,,Positive,0.4019,Negative,-0.999445378780365,Negative,-0.999445378780365,transformer,Staff Behavior,0.9057271999777208,Staff Behavior,7,Sunday,October,2025
